DeployID,Ptt,DepthSensor,Source,Instr,HistType,Date,Time Offset,Count,BadTherm,LocationQuality,Latitude,Longitude,NumBins,Sum,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64,Bin65,Bin66,Bin67,Bin68,Bin69,Bin70,Bin71,Bin72
BOF1,267425,,Transmission,Mk10,TAT,17:00:00 08-Aug-2024,1.000000,2,0,,,,11,100.000000,0,0,0,0,0,46.1,27.5,8.8,17.4,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOF1,267425,,Transmission,Mk10,TAT,20:00:00 08-Aug-2024,1.000000,1,0,,,,11,100.000000,0,0,0,0,0,17.6,22.5,30.5,29.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOF1,267425,,Transmission,Mk10,TAT,14:00:00 09-Aug-2024,1.000000,1,0,,,,11,100,0,0,0,0,0,14.7,12.5,62.7,10.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOF1,267425,,Transmission,Mk10,TAT,02:00:00 10-Aug-2024,1.000000,1,0,,,,11,100,0,0,0,0,0,1.1,3.0,95.5,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOF1,267425,,Transmission,Mk10,TAT,08:00:00 11-Aug-2024,1.000000,1,0,,,,11,100,0,0,0,0,0.3,8.1,12.3,76.0,3.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOF1,267425,,Transmission,Mk10,TAT,14:00:00 11-Aug-2024,1.000000,1,0,,,,11,100,0,0,0,0,0,23.3,16.8,52.8,7.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOF1,267425,,Transmission,Mk10,TAT,20:00:00 11-Aug-2024,1.000000,2,0,,,,11,100,0,0,0,0,0,4.7,39.6,55.8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOF1,267425,,Transmission,Mk10,TAT,08:00:00 12-Aug-2024,1.000000,2,0,,,,11,100,0,0,0,0,0,28.3,27.6,44.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOF1,267425,,Transmission,Mk10,TAT,20:00:00 12-Aug-2024,1.000000,2,0,,,,11,100,0,0,0,0,0,32.0,16.7,51.3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOF1,267425,,Transmission,Mk10,TAT,08:00:00 13-Aug-2024,1.000000,1,0,,,,11,100,0,0,0,0,0,15.5,51.1,33.4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
