DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
BOF1,267425,,Mk10,14:00:00 24-Jul-2024,,,,0.000000,0.000000,Fast-GPS,0.375000,0.375000,TimeSeries
BOF1,267425,,Mk10,20:00:00 24-Jul-2024,,,,0.000000,0.000000,Status,,,
BOF1,267425,,Mk10,14:00:00 08-Aug-2024,,,,0.000000,0.000000,Status,57.750000,0.750000,Behavior
BOF1,267425,,Mk10,20:00:00 08-Aug-2024,,,,0.000000,0.000000,Behavior,57.750000,0.750000,Behavior
BOF1,267425,,Mk10,02:00:00 09-Aug-2024,,,,0.000000,0.000000,Behavior,19.500000,0.000000,Behavior
BOF1,267425,,Mk10,08:00:00 09-Aug-2024,,,,0.000000,0.000000,Behavior,57.750000,0.750000,Behavior
BOF1,267425,,Mk10,14:00:00 09-Aug-2024,,,,0.000000,0.000000,Behavior,59.750000,0.750000,Behavior
BOF1,267425,,Mk10,20:00:00 09-Aug-2024,,,,0.000000,0.000000,Status,9.500000,0.000000,Behavior
BOF1,267425,,Mk10,02:00:00 10-Aug-2024,,,,0.000000,0.000000,Behavior,50.750000,0.250000,Behavior
BOF1,267425,,Mk10,08:00:00 10-Aug-2024,,,,0.000000,0.000000,Status,63.750000,0.750000,Behavior
BOF1,267425,,Mk10,14:00:00 10-Aug-2024,,,,0.000000,0.000000,Behavior,51.750000,0.250000,Behavior
BOF1,267425,,Mk10,20:00:00 10-Aug-2024,,,,0.000000,0.000000,Status,18.500000,0.000000,Behavior
BOF1,267425,,Mk10,02:00:00 11-Aug-2024,,,,0.000000,0.000000,Behavior,40.750000,0.250000,Behavior
BOF1,267425,,Mk10,08:00:00 11-Aug-2024,,,,0.000000,0.000000,Behavior,61.750000,0.750000,Behavior
BOF1,267425,,Mk10,14:00:00 11-Aug-2024,,,,0.000000,0.000000,Behavior,52.750000,0.250000,Behavior
BOF1,267425,,Mk10,20:00:00 11-Aug-2024,,,,0.000000,0.000000,Behavior,36.750000,0.250000,Behavior
BOF1,267425,,Mk10,02:00:00 12-Aug-2024,,,,0.000000,0.000000,Behavior,19.500000,0.000000,Behavior
BOF1,267425,,Mk10,08:00:00 12-Aug-2024,,,,0.000000,0.000000,Behavior,53.750000,0.250000,Behavior
BOF1,267425,,Mk10,14:00:00 12-Aug-2024,,,,0.000000,0.000000,Behavior,57.750000,0.750000,Behavior
BOF1,267425,,Mk10,20:00:00 12-Aug-2024,,,,0.000000,0.000000,Behavior,51.750000,0.250000,Behavior
BOF1,267425,,Mk10,02:00:00 13-Aug-2024,,,,0.000000,0.000000,Behavior,23.500000,0.000000,Behavior
BOF1,267425,,Mk10,08:00:00 13-Aug-2024,,,,0.000000,0.000000,Behavior,50.750000,0.250000,Behavior
BOF1,267425,,Mk10,14:00:00 13-Aug-2024,,,,0.000000,0.000000,Behavior,46.750000,0.250000,Behavior
BOF1,267425,,Mk10,20:00:00 13-Aug-2024,,,,0.000000,0.000000,Behavior,47.750000,0.250000,Behavior
BOF1,267425,,Mk10,02:00:00 14-Aug-2024,,,,0.000000,0.000000,Behavior,24.750000,0.250000,Behavior
BOF1,267425,,Mk10,08:00:00 14-Aug-2024,,,,0.000000,0.000000,Behavior,51.750000,0.250000,Behavior
BOF1,267425,,Mk10,14:00:00 14-Aug-2024,,,,0.000000,0.000000,Behavior,45.750000,0.250000,Behavior
BOF1,267425,,Mk10,20:00:00 14-Aug-2024,,,,0.000000,0.000000,Status,39.750000,0.250000,Behavior
BOF1,267425,,Mk10,02:00:00 15-Aug-2024,,,,0.000000,0.000000,Behavior,44.750000,0.250000,Behavior
BOF1,267425,,Mk10,08:00:00 15-Aug-2024,,,,0.000000,0.000000,Behavior,40.750000,0.250000,Behavior
BOF1,267425,,Mk10,14:00:00 15-Aug-2024,,,,0.000000,0.000000,Behavior,43.750000,0.250000,Behavior
BOF1,267425,,Mk10,20:00:00 15-Aug-2024,,,,0.000000,0.000000,Status,32.750000,0.250000,Behavior
BOF1,267425,,Mk10,02:00:00 16-Aug-2024,,,,0.000000,0.000000,Behavior,18.500000,0.000000,Behavior
BOF1,267425,,Mk10,08:00:00 16-Aug-2024,,,,0.000000,0.000000,Behavior,47.750000,0.250000,Behavior
BOF1,267425,,Mk10,14:00:00 16-Aug-2024,,,,0.000000,0.000000,Status,47.750000,0.250000,Behavior
BOF1,267425,,Mk10,20:00:00 16-Aug-2024,,,,0.000000,0.000000,Behavior,31.750000,0.250000,Behavior
BOF1,267425,,Mk10,02:00:00 17-Aug-2024,,,,0.000000,0.000000,Behavior,27.750000,0.250000,Behavior
BOF1,267425,,Mk10,08:00:00 17-Aug-2024,,,,0.000000,0.000000,Behavior,65.750000,0.750000,Behavior
BOF1,267425,,Mk10,14:00:00 17-Aug-2024,,,,0.000000,0.000000,Behavior,61.750000,0.750000,Behavior
BOF1,267425,,Mk10,20:00:00 17-Aug-2024,,,,0.000000,0.000000,Behavior,31.750000,0.250000,Behavior
BOF1,267425,,Mk10,02:00:00 18-Aug-2024,,,,0.000000,0.000000,Behavior,10.500000,0.000000,Behavior
BOF1,267425,,Mk10,08:00:00 18-Aug-2024,,,,0.000000,0.000000,Behavior,42.750000,0.250000,Behavior
BOF1,267425,,Mk10,14:00:00 18-Aug-2024,,,,0.000000,0.000000,Behavior,59.750000,0.750000,Behavior
BOF1,267425,,Mk10,20:00:00 18-Aug-2024,,,,0.000000,0.000000,Status,51.750000,0.250000,Behavior
BOF1,267425,,Mk10,02:00:00 19-Aug-2024,,,,0.000000,0.000000,Behavior,13.000000,0.000000,Behavior
BOF1,267425,,Mk10,08:00:00 19-Aug-2024,,,,0.000000,0.000000,Behavior,59.750000,0.750000,Behavior
BOF1,267425,,Mk10,14:00:00 19-Aug-2024,,,,0.000000,0.000000,Behavior,63.750000,0.750000,Behavior
BOF1,267425,,Mk10,20:00:00 19-Aug-2024,,,,0.000000,0.000000,Status,32.750000,0.250000,Behavior
BOF1,267425,,Mk10,02:00:00 20-Aug-2024,,,,0.000000,0.000000,Behavior,23.000000,0.000000,Behavior
BOF1,267425,,Mk10,08:00:00 20-Aug-2024,,,,0.000000,0.000000,Status,31.750000,0.250000,Behavior
BOF1,267425,,Mk10,14:00:00 20-Aug-2024,,,,0.000000,0.000000,Behavior,59.750000,0.750000,Behavior
BOF1,267425,,Mk10,20:00:00 20-Aug-2024,,,,0.000000,0.000000,Behavior,30.750000,0.250000,Behavior
BOF1,267425,,Mk10,02:00:00 21-Aug-2024,,,,0.000000,0.000000,Fast-GPS,,,
BOF1,267425,,Mk10,08:00:00 21-Aug-2024,,,,0.000000,0.000000,Behavior,44.750000,0.250000,Behavior
BOF1,267425,,Mk10,14:00:00 21-Aug-2024,,,,0.000000,0.000000,Behavior,57.750000,0.750000,Behavior
