DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
243053,243053,,Mk10,16:00:00 22-Jul-2024,,,,0.000000,0.000000,Status,,,
243053,243053,,Mk10,18:00:00 22-Jul-2024,,,,0.000000,0.000000,Behavior,26.750000,0.250000,Behavior
243053,243053,,Mk10,19:00:00 22-Jul-2024,,,,0.000000,0.000000,Behavior,22.500000,0.000000,Behavior
243053,243053,,Mk10,20:00:00 22-Jul-2024,,,,0.750000,0.500000,TimeSeries,25.000000,2.250000,TimeSeries
243053,243053,,Mk10,22:00:00 22-Jul-2024,,,,1.250000,0.500000,TimeSeries,31.500000,3.250000,TimeSeries
243053,243053,,Mk10,23:00:00 22-Jul-2024,,,,0.000000,0.000000,Behavior,24.750000,0.250000,Behavior
243053,243053,,Mk10,00:00:00 23-Jul-2024,,,,0.000000,0.000000,Fast-GPS,,,
243053,243053,,Mk10,04:00:00 23-Jul-2024,,,,0.000000,0.000000,Status,,,
243053,243053,,Mk10,05:00:00 23-Jul-2024,,,,0.000000,0.000000,Fast-GPS,,,
243053,243053,,Mk10,06:00:00 23-Jul-2024,,,,0.000000,0.000000,Behavior,20.500000,0.000000,Behavior
243053,243053,,Mk10,07:00:00 23-Jul-2024,,,,0.000000,0.000000,Behavior,3.000000,0.000000,Behavior
243053,243053,,Mk10,09:00:00 23-Jul-2024,,,,0.000000,0.000000,Behavior,34.750000,0.250000,Behavior
243053,243053,,Mk10,10:00:00 23-Jul-2024,,,,0.000000,0.000000,Behavior,40.750000,0.250000,Behavior
243053,243053,,Mk10,11:00:00 23-Jul-2024,,,,0.000000,0.000000,Behavior,33.750000,0.250000,Behavior
243053,243053,,Mk10,12:00:00 23-Jul-2024,,,,0.000000,0.000000,Behavior,28.750000,0.250000,Behavior
243053,243053,,Mk10,13:00:00 23-Jul-2024,,,,0.000000,0.000000,Behavior,44.750000,0.250000,Behavior
243053,243053,,Mk10,22:00:00 23-Jul-2024,,,,0.000000,0.000000,Behavior,36.750000,0.250000,Behavior
243053,243053,,Mk10,23:00:00 23-Jul-2024,,,,0.000000,0.000000,Behavior,38.750000,0.250000,Behavior
243053,243053,,Mk10,00:00:00 24-Jul-2024,,,,0.000000,0.000000,Behavior,24.750000,0.250000,Behavior
243053,243053,,Mk10,01:00:00 24-Jul-2024,,,,0.000000,0.000000,Behavior,6.000000,0.000000,Behavior
243053,243053,,Mk10,07:00:00 24-Jul-2024,,,,0.000000,0.000000,Behavior,18.500000,0.000000,Behavior
243053,243053,,Mk10,08:00:00 24-Jul-2024,,,,0.000000,0.000000,Behavior,34.750000,0.250000,Behavior
243053,243053,,Mk10,14:00:00 24-Jul-2024,,,,0.000000,0.000000,Status,,,
243053,243053,,Mk10,16:00:00 24-Jul-2024,,,,0.000000,0.000000,Behavior,59.750000,0.750000,Behavior
243053,243053,,Mk10,17:00:00 24-Jul-2024,,,,0.000000,0.000000,Status,42.750000,0.250000,Behavior
243053,243053,,Mk10,02:00:00 25-Jul-2024,,,,0.000000,0.000000,Behavior,17.000000,0.000000,Behavior
243053,243053,,Mk10,03:00:00 25-Jul-2024,,,,0.000000,0.000000,Behavior,11.500000,0.000000,Behavior
243053,243053,,Mk10,07:00:00 25-Jul-2024,,,,0.000000,0.000000,Fast-GPS,14.000000,0.750000,TimeSeries
243053,243053,,Mk10,09:00:00 25-Jul-2024,,,,31.750000,0.250000,Behavior,31.750000,0.250000,Behavior
243053,243053,,Mk10,10:00:00 25-Jul-2024,,,,0.000000,0.000000,Behavior,39.750000,0.250000,Behavior
243053,243053,,Mk10,12:00:00 25-Jul-2024,,,,63.750000,0.750000,Behavior,63.750000,0.750000,Behavior
243053,243053,,Mk10,13:00:00 25-Jul-2024,,,,0.000000,0.000000,Behavior,69.750000,0.750000,Behavior
243053,243053,,Mk10,23:00:00 25-Jul-2024,,,,0.000000,0.000000,Behavior,34.750000,0.250000,Behavior
243053,243053,,Mk10,00:00:00 26-Jul-2024,,,,0.000000,0.000000,Behavior,31.750000,0.250000,Behavior
243053,243053,,Mk10,08:00:00 26-Jul-2024,,,,0.000000,0.000000,Behavior,28.750000,0.250000,Behavior
243053,243053,,Mk10,09:00:00 26-Jul-2024,,,,0.000000,0.000000,Behavior,,,
243053,243053,,Mk10,17:00:00 26-Jul-2024,,,,0.000000,0.000000,Behavior,46.750000,0.250000,Behavior
243053,243053,,Mk10,23:00:00 26-Jul-2024,,,,0.000000,0.000000,Status,,,
