Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
17552,243053,27,NN, ,1,22-Jul-2024,16:50:05,,,,401650000,-129,,0,22-Jul-2024,16:50:05,,,235,,,,,,,4,164,175,12,151,3,77,52,71,199,192,5,0,80,88,89,72,0,3,60,196,128,54,0,17,84,128,,,,,
17552,243053,27,NN, ,1,22-Jul-2024,16:50:05,,,,401650000,-129,,0,22-Jul-2024,16:54:00,,,235,,,,,,,4,1,237,13,146,3,117,51,119,195,224,5,0,80,88,89,72,0,2,128,54,128,17,215,0,0,0,,,,,
17552,243053,31,O3, ,2,22-Jul-2024,17:19:15,,,,401650000,-122,,0,22-Jul-2024,17:19:15,,,302,,,,,,,210,37,225,237,12,160,229,15,15,15,15,15,15,15,15,6,74,49,107,68,241,240,94,15,29,37,16,208,31,48,1,
17552,243053,11,O3, ,2,22-Jul-2024,17:19:15,,,,401650000,-122,,0,22-Jul-2024,17:24:17,,,302,,,,,,,60,164,161,237,3,128,0,5,0,210,4,,,,,,,,,,,,,,,,,,,,,
17552,243053,23,CS, ,3,22-Jul-2024,20:39:53,,,,401650000,-120,,0,22-Jul-2024,20:39:53,,,,,,,,,,113,2,129,237,37,97,144,184,47,26,183,42,155,225,176,16,177,146,201,192,0,0,0,,,,,,,,,
17552,243053,27,CS,2,4,22-Jul-2024,22:18:00,42.4932,-70.4599,,401677680,-125,60,0,22-Jul-2024,22:15:28,42.4932,-70.4599,312,305,1098,84,141,,,4,167,180,12,209,225,56,242,243,209,36,177,242,90,90,214,148,183,183,52,61,183,5,185,182,134,255,,,,,
17552,243053,31,CS,2,4,22-Jul-2024,22:18:00,42.4932,-70.4599,,401677680,-125,60,0,22-Jul-2024,22:16:04,42.4932,-70.4599,312,305,1098,84,141,,,214,53,33,237,40,64,106,74,103,112,179,31,116,167,75,75,119,15,186,203,50,168,166,234,138,244,202,238,74,243,172,
17552,243053,31,CS,2,4,22-Jul-2024,22:18:00,42.4932,-70.4599,,401677680,-125,60,0,22-Jul-2024,22:19:50,42.4932,-70.4599,312,305,1098,84,141,,,182,236,113,237,34,0,192,42,84,245,113,176,13,4,3,142,131,228,39,40,140,158,33,73,4,248,73,9,72,0,0,
17552,243053,31,CS,2,4,22-Jul-2024,22:18:00,42.4932,-70.4599,,401677680,-125,60,0,22-Jul-2024,22:20:40,42.4932,-70.4599,312,305,1098,84,141,,,184,178,225,237,23,56,80,64,246,28,66,1,199,77,178,4,176,59,154,198,72,136,102,247,105,200,126,10,193,132,146,
17552,243053,11,SR,B,5,22-Jul-2024,22:32:38,42.4944,-70.4590,,401677692,-120,6,0,22-Jul-2024,22:31:47,42.4944,-70.4590,102,414,3021,56,98,,,72,149,209,237,38,128,0,4,24,48,32,,,,,,,,,,,,,,,,,,,,,
