DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
CCS-0710,234802,,Transmission,Mk10,1,14:28:00 07-Jul-2022,14:59:04 07-Jul-2022,Message,10,,,,1854.000000,1874.000000,,
CCS-0710,234802,,Transmission,Mk10,1,14:28:00 07-Jul-2022,14:34:14 07-Jul-2022,Dive,1,Square,22.0,22.0,373,375,,
CCS-0710,234802,,Transmission,Mk10,1,14:34:14 07-Jul-2022,14:35:02 07-Jul-2022,Surface,,,,,47,49,33,15
CCS-0710,234802,,Transmission,Mk10,1,14:35:02 07-Jul-2022,14:40:00 07-Jul-2022,Dive,1,Square,20.5,20.5,297,299,,
CCS-0710,234802,,Transmission,Mk10,1,14:40:00 07-Jul-2022,14:41:04 07-Jul-2022,Surface,,,,,63,65,39,25
CCS-0710,234802,,Transmission,Mk10,1,14:41:04 07-Jul-2022,14:46:50 07-Jul-2022,Dive,1,Square,18.0,18.0,345,347,,
CCS-0710,234802,,Transmission,Mk10,1,14:46:50 07-Jul-2022,14:48:00 07-Jul-2022,Surface,,,,,69,71,50,20
CCS-0710,234802,,Transmission,Mk10,1,14:48:00 07-Jul-2022,14:53:20 07-Jul-2022,Dive,1,Square,18.5,18.5,319,321,,
CCS-0710,234802,,Transmission,Mk10,1,14:53:20 07-Jul-2022,14:54:16 07-Jul-2022,Surface,,,,,55,57,29,27
CCS-0710,234802,,Transmission,Mk10,1,14:54:16 07-Jul-2022,14:58:22 07-Jul-2022,Dive,1,Square,17.5,17.5,245,247,,
CCS-0710,234802,,Transmission,Mk10,1,14:58:22 07-Jul-2022,14:59:04 07-Jul-2022,Surface,,,,,41,43,26,16
CCS-0710,234802,,Transmission,Mk10,2,14:59:00 07-Jul-2022,15:26:06 07-Jul-2022,Message,10,,,,1616.000000,1636.000000,,
CCS-0710,234802,,Transmission,Mk10,2,14:59:00 07-Jul-2022,15:05:34 07-Jul-2022,Dive,1,Square,20.0,20.0,393,395,,
CCS-0710,234802,,Transmission,Mk10,2,15:05:34 07-Jul-2022,15:06:40 07-Jul-2022,Surface,,,,,65,67,47,19
CCS-0710,234802,,Transmission,Mk10,2,15:06:40 07-Jul-2022,15:09:50 07-Jul-2022,Dive,1,U,23.5,23.5,189,191,,
CCS-0710,234802,,Transmission,Mk10,2,15:09:50 07-Jul-2022,15:10:26 07-Jul-2022,Surface,,,,,35,37,20,16
CCS-0710,234802,,Transmission,Mk10,2,15:10:26 07-Jul-2022,15:14:02 07-Jul-2022,Dive,1,Square,21.5,21.5,215,217,,
CCS-0710,234802,,Transmission,Mk10,2,15:14:02 07-Jul-2022,15:14:48 07-Jul-2022,Surface,,,,,45,47,24,22
CCS-0710,234802,,Transmission,Mk10,2,15:14:48 07-Jul-2022,15:18:56 07-Jul-2022,Dive,1,Square,21.0,21.0,247,249,,
CCS-0710,234802,,Transmission,Mk10,2,15:18:56 07-Jul-2022,15:19:44 07-Jul-2022,Surface,,,,,47,49,25,23
CCS-0710,234802,,Transmission,Mk10,2,15:19:44 07-Jul-2022,15:25:04 07-Jul-2022,Dive,1,Square,23.0,23.0,319,321,,
CCS-0710,234802,,Transmission,Mk10,2,15:25:04 07-Jul-2022,15:26:06 07-Jul-2022,Surface,,,,,61,63,34,28
CCS-0710,234802,,Transmission,Mk10,2,15:26:00 07-Jul-2022,16:03:22 07-Jul-2022,Message,10,,,,2232.000000,2252.000000,,
CCS-0710,234802,,Transmission,Mk10,2,15:26:00 07-Jul-2022,15:30:14 07-Jul-2022,Dive,1,Square,22.0,22.0,253,255,,
CCS-0710,234802,,Transmission,Mk10,2,15:30:14 07-Jul-2022,15:30:30 07-Jul-2022,Surface,,,,,15,17,11,5
CCS-0710,234802,,Transmission,Mk10,2,15:30:30 07-Jul-2022,15:34:38 07-Jul-2022,Dive,1,Square,24.0,24.0,247,249,,
CCS-0710,234802,,Transmission,Mk10,2,15:34:38 07-Jul-2022,15:42:26 07-Jul-2022,Surface,,,,,467,469,91,377
CCS-0710,234802,,Transmission,Mk10,2,15:42:26 07-Jul-2022,15:46:22 07-Jul-2022,Dive,1,Square,24.0,24.0,235,237,,
CCS-0710,234802,,Transmission,Mk10,2,15:46:22 07-Jul-2022,15:47:12 07-Jul-2022,Surface,,,,,49,51,34,16
CCS-0710,234802,,Transmission,Mk10,2,15:47:12 07-Jul-2022,15:50:42 07-Jul-2022,Dive,1,Square,23.0,23.0,209,211,,
CCS-0710,234802,,Transmission,Mk10,2,15:50:42 07-Jul-2022,15:55:14 07-Jul-2022,Surface,,,,,271,273,70,202
CCS-0710,234802,,Transmission,Mk10,2,15:55:14 07-Jul-2022,15:59:34 07-Jul-2022,Dive,1,Square,22.5,22.5,259,261,,
CCS-0710,234802,,Transmission,Mk10,2,15:59:34 07-Jul-2022,16:03:22 07-Jul-2022,Surface,,,,,227,229,81,147
CCS-0710,234802,,Transmission,Mk10,4,16:03:00 07-Jul-2022,16:58:50 07-Jul-2022,Message,10,,,,3340.000000,3360.000000,,
CCS-0710,234802,,Transmission,Mk10,4,16:03:00 07-Jul-2022,16:09:54 07-Jul-2022,Dive,1,Square,21.5,21.5,413,415,,
CCS-0710,234802,,Transmission,Mk10,4,16:09:54 07-Jul-2022,16:15:02 07-Jul-2022,Surface,,,,,307,309,79,229
CCS-0710,234802,,Transmission,Mk10,4,16:15:02 07-Jul-2022,16:21:26 07-Jul-2022,Dive,1,Square,22.5,22.5,383,385,,
CCS-0710,234802,,Transmission,Mk10,4,16:21:26 07-Jul-2022,16:44:26 07-Jul-2022,Surface,,,,,1379,1381,356,1024
CCS-0710,234802,,Transmission,Mk10,4,16:44:26 07-Jul-2022,16:47:58 07-Jul-2022,Dive,1,Square,24.0,24.0,211,213,,
CCS-0710,234802,,Transmission,Mk10,4,16:47:58 07-Jul-2022,16:49:32 07-Jul-2022,Surface,,,,,93,95,67,27
CCS-0710,234802,,Transmission,Mk10,4,16:49:32 07-Jul-2022,16:52:32 07-Jul-2022,Dive,1,Square,24.5,25.0,179,181,,
CCS-0710,234802,,Transmission,Mk10,4,16:52:32 07-Jul-2022,16:53:44 07-Jul-2022,Surface,,,,,71,73,42,30
CCS-0710,234802,,Transmission,Mk10,4,16:53:44 07-Jul-2022,16:57:02 07-Jul-2022,Dive,1,Square,24.5,25.0,197,199,,
CCS-0710,234802,,Transmission,Mk10,4,16:57:02 07-Jul-2022,16:58:50 07-Jul-2022,Surface,,,,,107,109,77,31
CCS-0710,234802,,Transmission,Mk10,1,17:29:00 07-Jul-2022,18:04:16 07-Jul-2022,Message,10,,,,2106.000000,2126.000000,,
CCS-0710,234802,,Transmission,Mk10,1,17:29:00 07-Jul-2022,17:32:04 07-Jul-2022,Dive,1,Square,24.5,25.0,183,185,,
CCS-0710,234802,,Transmission,Mk10,1,17:32:04 07-Jul-2022,17:33:26 07-Jul-2022,Surface,,,,,81,83,48,34
CCS-0710,234802,,Transmission,Mk10,1,17:33:26 07-Jul-2022,17:37:54 07-Jul-2022,Dive,1,Square,25.5,26.0,267,269,,
CCS-0710,234802,,Transmission,Mk10,1,17:37:54 07-Jul-2022,17:39:12 07-Jul-2022,Surface,,,,,77,79,55,23
CCS-0710,234802,,Transmission,Mk10,1,17:39:12 07-Jul-2022,17:42:26 07-Jul-2022,Dive,1,Square,24.5,25.0,193,195,,
CCS-0710,234802,,Transmission,Mk10,1,17:42:26 07-Jul-2022,17:44:24 07-Jul-2022,Surface,,,,,117,119,49,69
CCS-0710,234802,,Transmission,Mk10,1,17:44:24 07-Jul-2022,17:51:06 07-Jul-2022,Dive,1,Square,27.5,28.0,401,403,,
CCS-0710,234802,,Transmission,Mk10,1,17:51:06 07-Jul-2022,17:58:54 07-Jul-2022,Surface,,,,,467,469,75,393
CCS-0710,234802,,Transmission,Mk10,1,17:58:54 07-Jul-2022,18:02:12 07-Jul-2022,Dive,1,U,23.5,23.5,197,199,,
CCS-0710,234802,,Transmission,Mk10,1,18:02:12 07-Jul-2022,18:04:16 07-Jul-2022,Surface,,,,,123,125,20,104
CCS-0710,234802,,Transmission,Mk10,1,21:03:00 07-Jul-2022,21:50:44 07-Jul-2022,Message,10,,,,2854.000000,2874.000000,,
CCS-0710,234802,,Transmission,Mk10,1,21:03:00 07-Jul-2022,21:06:18 07-Jul-2022,Dive,1,Square,22.5,22.5,197,199,,
CCS-0710,234802,,Transmission,Mk10,1,21:06:18 07-Jul-2022,21:06:38 07-Jul-2022,Surface,,,,,19,21,12,8
CCS-0710,234802,,Transmission,Mk10,1,21:06:38 07-Jul-2022,21:11:56 07-Jul-2022,Dive,1,Square,24.0,24.0,317,319,,
CCS-0710,234802,,Transmission,Mk10,1,21:11:56 07-Jul-2022,21:29:40 07-Jul-2022,Surface,,,,,1063,1065,206,858
CCS-0710,234802,,Transmission,Mk10,1,21:29:40 07-Jul-2022,21:34:00 07-Jul-2022,Dive,1,Square,21.5,21.5,259,261,,
CCS-0710,234802,,Transmission,Mk10,1,21:34:00 07-Jul-2022,21:35:12 07-Jul-2022,Surface,,,,,71,73,44,28
CCS-0710,234802,,Transmission,Mk10,1,21:35:12 07-Jul-2022,21:39:12 07-Jul-2022,Dive,1,U,19.5,19.5,239,241,,
CCS-0710,234802,,Transmission,Mk10,1,21:39:12 07-Jul-2022,21:43:16 07-Jul-2022,Surface,,,,,243,245,79,165
CCS-0710,234802,,Transmission,Mk10,1,21:43:16 07-Jul-2022,21:46:42 07-Jul-2022,Dive,1,Square,19.5,19.5,205,207,,
CCS-0710,234802,,Transmission,Mk10,1,21:46:42 07-Jul-2022,21:50:44 07-Jul-2022,Surface,,,,,241,243,62,180
CCS-0710,234802,,Transmission,Mk10,1,22:27:00 07-Jul-2022,23:34:44 07-Jul-2022,Message,10,,,,4054.000000,4074.000000,,
CCS-0710,234802,,Transmission,Mk10,1,22:27:00 07-Jul-2022,22:30:02 07-Jul-2022,Dive,1,Square,19.5,19.5,181,183,,
CCS-0710,234802,,Transmission,Mk10,1,22:30:02 07-Jul-2022,22:42:10 07-Jul-2022,Surface,,,,,727,729,141,587
CCS-0710,234802,,Transmission,Mk10,1,22:42:10 07-Jul-2022,22:46:08 07-Jul-2022,Dive,1,V,27.5,28.0,237,239,,
CCS-0710,234802,,Transmission,Mk10,1,22:46:08 07-Jul-2022,22:47:18 07-Jul-2022,Surface,,,,,69,71,41,29
CCS-0710,234802,,Transmission,Mk10,1,22:47:18 07-Jul-2022,22:50:30 07-Jul-2022,Dive,1,Square,17.5,17.5,191,193,,
CCS-0710,234802,,Transmission,Mk10,1,22:50:30 07-Jul-2022,23:10:48 07-Jul-2022,Surface,,,,,1217,1219,196,1022
CCS-0710,234802,,Transmission,Mk10,1,23:10:48 07-Jul-2022,23:14:00 07-Jul-2022,Dive,1,Square,15.5,15.5,191,193,,
CCS-0710,234802,,Transmission,Mk10,1,23:14:00 07-Jul-2022,23:22:36 07-Jul-2022,Surface,,,,,515,517,117,399
CCS-0710,234802,,Transmission,Mk10,1,23:22:36 07-Jul-2022,23:27:28 07-Jul-2022,Dive,1,Square,17.0,17.0,291,293,,
CCS-0710,234802,,Transmission,Mk10,1,23:27:28 07-Jul-2022,23:34:44 07-Jul-2022,Surface,,,,,435,437,70,366
CCS-0710,234802,,Transmission,Mk10,2,08:52:00 08-Jul-2022,09:20:28 08-Jul-2022,Message,10,,,,1698.000000,1718.000000,,
CCS-0710,234802,,Transmission,Mk10,2,08:52:00 08-Jul-2022,08:56:04 08-Jul-2022,Dive,1,V,11.0,11.0,243,245,,
CCS-0710,234802,,Transmission,Mk10,2,08:56:04 08-Jul-2022,08:57:00 08-Jul-2022,Surface,,,,,55,57,56,0
CCS-0710,234802,,Transmission,Mk10,2,08:57:00 08-Jul-2022,09:01:44 08-Jul-2022,Dive,1,V,13.0,13.0,283,285,,
CCS-0710,234802,,Transmission,Mk10,2,09:01:44 08-Jul-2022,09:02:16 08-Jul-2022,Surface,,,,,31,33,32,0
