"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"CCS-0710",234802,17552,42.24119,-70.16938,0,07/07/2022 13:55:08,Argos,0,0,NK,,401677646.02,07/07/2022 14:00:15,1,1,0,-133,401677646.02,-70.16938,42.24119,-70.16938,42.24119,48,3,3709,19240,715,9,1391,210,82,57,206,172,184,207,240,14,0,0,15,0,15,0,0,13,32,240,4,0,240,0,15,0,240,0,240,0,240,0,
"CCS-0710",234802,17552,42.24119,-70.16938,0,07/07/2022 13:55:08,Argos,0,0,NK,,401677646.02,07/07/2022 14:00:30,1,1,0,-133,401677646.02,-70.16938,42.24119,-70.16938,42.24119,48,3,3709,19240,715,9,1391,75,99,180,25,128,70,203,254,43,179,22,184,4,15,80,,,,,,,,,,,,,,,,,
"CCS-0710",234802,17552,42.23363,-70.17985,0,07/07/2022 14:18:39,Argos,0,405,MC,,401677635.77,07/07/2022 14:18:22,1,5,1,-118,401677635.77,-70.17985,42.23363,-70.17985,42.23363,46,3,3045,6791,1365,34,683,63,119,233,204,6,142,6,65,106,113,32,,,,,,,,,,,,,,,,,,,,,
"CCS-0710",234802,17552,42.23363,-70.17985,0,07/07/2022 14:18:39,Argos,0,405,MC,,401677635.77,07/07/2022 14:18:37,1,5,1,-118,401677635.77,-70.17985,42.23363,-70.17985,42.23363,46,3,3045,6791,1365,34,683,210,205,57,202,204,90,159,71,177,202,128,197,239,47,253,155,11,110,8,27,121,223,233,254,246,108,243,64,45,212,127,
"CCS-0710",234802,17552,42.23363,-70.17985,0,07/07/2022 14:18:39,Argos,0,405,MC,,401677635.77,07/07/2022 14:19:01,1,5,1,-118,401677635.77,-70.17985,42.23363,-70.17985,42.23363,46,3,3045,6791,1365,34,683,210,178,233,206,136,65,69,16,139,127,251,124,52,50,238,141,248,234,254,191,119,145,38,242,50,114,44,101,214,151,145,
"CCS-0710",234802,17552,42.23363,-70.17985,0,07/07/2022 14:18:39,Argos,0,405,MC,,401677635.77,07/07/2022 14:19:19,1,5,1,-118,401677635.77,-70.17985,42.23363,-70.17985,42.23363,46,3,3045,6791,1365,34,683,190,179,89,206,126,64,228,36,10,181,14,160,178,48,166,101,3,16,176,147,20,24,131,67,26,64,228,11,24,0,0,
"CCS-0710",234802,17552,42.23363,-70.17985,0,07/07/2022 14:18:39,Argos,0,405,MC,,401677635.77,07/07/2022 14:25:07,1,5,1,-118,401677635.77,-70.17985,42.23363,-70.17985,42.23363,46,3,3045,6791,1365,34,683,4,164,138,229,131,10,166,51,183,244,32,5,0,136,79,253,72,4,3,156,149,97,128,,,,,,,,,
"CCS-0710",234802,17552,42.18158,-70.11625,1,07/07/2022 15:08:29,Argos,0,36,NN,,401677634.55,07/07/2022 15:08:12,1,3,2,-116,401677634.55,-70.11625,42.18158,-70.11625,42.18158,46,3,1309,7348,233,102,264,186,116,169,205,66,128,220,46,66,162,7,81,178,6,146,53,128,161,169,81,240,1,4,101,23,168,40,130,80,0,0,
"CCS-0710",234802,17552,42.1866,-70.12492,0,07/07/2022 15:08:19,Argos,0,289,MB,,401677652.42,07/07/2022 15:08:12,1,5,0,-126,401677652.42,-70.12492,42.1866,-70.12492,42.1866,47,3,3222,22671,457,124,583,187,116,169,205,66,128,220,46,66,162,7,81,178,6,146,53,128,161,169,81,240,1,4,101,23,168,40,130,80,0,0,
"CCS-0710",234802,17552,42.18158,-70.11625,1,07/07/2022 15:08:29,Argos,0,36,NN,,401677634.55,07/07/2022 15:08:27,1,3,2,-116,401677634.55,-70.11625,42.18158,-70.11625,42.18158,46,3,1309,7348,233,102,264,190,214,217,205,57,128,237,54,70,197,136,25,194,31,36,48,75,16,152,161,122,219,17,236,123,54,87,20,88,32,4,
