DeployID,Ptt,DepthSensor,Source,Instr,HistType,Date,Time Offset,Count,BadTherm,LocationQuality,Latitude,Longitude,NumBins,Sum,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64,Bin65,Bin66,Bin67,Bin68,Bin69,Bin70,Bin71,Bin72
243064,243064,,Transmission,Mk10,TAD,14:00:00 12-Oct-2023,,1,0,,,,8,100.000000,27.1,12.2,15.8,11.1,6.8,22.9,2.9,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243064,243064,,Transmission,Mk10,TAD,16:00:00 12-Oct-2023,,1,0,,,,8,100,21.9,6.7,9.4,8.8,8.6,19.7,19.4,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243064,243064,,Transmission,Mk10,TAD,17:00:00 12-Oct-2023,,1,0,,,,8,100,26.5,4.2,3.8,3.9,4.0,13.4,31.9,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243064,243064,,Transmission,Mk10,TAD,01:00:00 13-Oct-2023,,1,0,,,,8,100,19.7,80.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243064,243064,,Transmission,Mk10,DiveDepth,14:00:00 12-Oct-2023,,3,0,,,,9,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243064,243064,,Transmission,Mk10,DiveDepth,15:00:00 12-Oct-2023,,2,0,,,,9,10,0,0,0,0,0,8,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243064,243064,,Transmission,Mk10,DiveDepth,16:00:00 12-Oct-2023,,2,0,,,,9,9,0,0,0,1,0,1,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243064,243064,,Transmission,Mk10,DiveDepth,17:00:00 12-Oct-2023,,1,0,,,,9,7,0,0,0,0,0,0,2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243064,243064,,Transmission,Mk10,DiveDepth,18:00:00 12-Oct-2023,,1,0,,,,9,6,0,0,0,0,0,0,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243064,243064,,Transmission,Mk10,DiveDepth,01:00:00 13-Oct-2023,,1,0,,,,9,9,0,9,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243064,243064,,Transmission,Mk10,DiveDepth,15:00:00 13-Oct-2023,,1,0,,,,9,7,0,1,3,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243064,243064,,Transmission,Mk10,DiveDuration,14:00:00 12-Oct-2023,,3,0,,,,4,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
