"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",243058,17552,,,,,,,0,MC,,401650000,07/25/2023 15:36:37,1,1,0,-120,401650000,,,,,,,,,,,,4,4,212,249,44,3,69,48,0,0,0,5,0,80,80,81,64,0,3,102,36,128,56,0,20,96,192,,,,,
"",243058,17552,,,,,,,0,MC,,401650000,07/25/2023 15:39:19,1,1,0,-120,401650000,,,,,,,,,,,,4,5,242,249,218,122,108,51,55,194,224,5,0,80,80,81,64,0,2,128,56,0,20,110,128,0,0,,,,,
"",243058,17552,,,,,,,0,MC,,401650000,07/25/2023 15:41:47,1,1,0,-120,401650000,,,,,,,,,,,,4,5,242,234,117,192,242,136,31,30,127,223,255,255,79,144,124,255,212,0,63,223,193,101,151,255,215,,,,,
"",243058,17552,,,,,,,0,NN,,401650000,07/25/2023 16:29:09,1,1,0,-128,401650000,,,,,,,,,,,,62,138,45,242,240,52,130,,,,,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,,,,,,,0,NK,,401650000,07/26/2023 00:44:53,1,1,0,-133,401650000,,,,,,,,,,,,220,248,45,243,12,190,241,242,17,17,63,17,17,31,255,255,255,255,255,1,17,18,18,79,250,242,34,35,47,52,239,
"",243058,17552,,,,,,,0,MC,,401650000,07/26/2023 01:21:13,1,1,1,-113,401650000,,,,,,,,,,,,52,199,237,243,99,128,0,5,2,174,4,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,,,,,,,175,CS,,401650000,07/26/2023 09:23:46,1,2,0,-132,401650000,,,,,,,,,,,,70,94,45,243,64,137,129,,,,,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,,,,,,,175,CS,,401650000,07/26/2023 09:26:41,1,2,0,-132,401650000,,,,,,,,,,,,28,198,117,243,213,161,54,165,181,9,49,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,,,,,,,96,A1,,401650000,07/26/2023 09:57:47,1,2,1,-119,401650000,,,,,,,,,,,,213,47,29,242,248,2,228,60,60,60,60,60,60,60,60,60,60,60,60,60,63,19,111,163,187,251,63,179,36,187,108,
"",243058,17552,,,,,,,96,A1,,401650000,07/26/2023 09:59:24,1,2,1,-119,401650000,,,,,,,,,,,,61,94,77,243,36,128,4,4,8,0,0,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,42.1287,-70.18783,0,07/26/2023 10:31:04,Argos,0,192,SR,,401650000,07/26/2023 10:27:19,1,4,0,-122,401650000,-70.18783,42.1287,-70.18783,42.1287,40,3,2580,5809,1145,101,197,62,138,45,242,240,52,130,,,,,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,42.1287,-70.18783,0,07/26/2023 10:31:04,Argos,0,192,SR,,401650000,07/26/2023 10:27:35,1,4,0,-122,401650000,-70.18783,42.1287,-70.18783,42.1287,40,3,2580,5809,1145,101,197,20,243,157,242,252,87,202,109,246,128,0,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,42.1287,-70.18783,0,07/26/2023 10:31:04,Argos,0,192,SR,,401650000,07/26/2023 10:28:14,1,4,0,-122,401650000,-70.18783,42.1287,-70.18783,42.1287,40,3,2580,5809,1145,101,197,126,170,189,244,20,106,151,252,235,120,132,248,15,43,172,161,40,104,38,89,64,188,0,,,,,,,,,
"",243058,17552,42.1287,-70.18783,0,07/26/2023 10:31:04,Argos,0,192,SR,,401650000,07/26/2023 10:30:31,1,4,0,-122,401650000,-70.18783,42.1287,-70.18783,42.1287,40,3,2580,5809,1145,101,197,178,234,93,244,11,66,202,36,19,216,229,103,5,34,112,11,49,14,98,51,0,182,209,6,55,200,44,84,10,64,0,
"",243058,17552,42.1287,-70.18783,0,07/26/2023 10:31:04,Argos,0,192,SR,,401650000,07/26/2023 10:33:23,1,4,0,-122,401650000,-70.18783,42.1287,-70.18783,42.1287,40,3,2580,5809,1145,101,197,178,181,253,243,81,252,106,240,21,237,36,203,10,13,111,82,73,236,1,54,24,21,128,197,99,8,33,224,0,0,0,
"",243058,17552,42.1287,-70.18783,0,07/26/2023 10:31:04,Argos,0,192,SR,,401650000,07/26/2023 10:34:43,1,4,0,-122,401650000,-70.18783,42.1287,-70.18783,42.1287,40,3,2580,5809,1145,101,197,79,46,157,244,144,57,131,2,4,0,16,64,0,0,0,,,,,,,,,,,,,,,,,
"",243058,17552,42.1287,-70.18783,0,07/26/2023 10:31:04,Argos,0,192,SR,,401650000,07/26/2023 10:35:42,1,4,0,-122,401650000,-70.18783,42.1287,-70.18783,42.1287,40,3,2580,5809,1145,101,197,51,14,221,244,148,128,6,4,32,0,0,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,42.09428,-70.16053,A,07/26/2023 11:02:41,Argos,0,152,CS,,401677659.58,07/26/2023 11:01:15,1,3,0,-122,401677659.58,-70.16053,42.09428,-70.16053,42.09428,8,3,4549,18742,1103,82,459,216,114,237,243,108,214,230,255,255,0,0,0,0,2,79,238,255,239,254,255,253,238,255,254,255,255,255,255,238,238,238,
"",243058,17552,42.09428,-70.16053,A,07/26/2023 11:02:41,Argos,0,152,CS,,401677659.58,07/26/2023 11:03:02,1,3,0,-122,401677659.58,-70.16053,42.09428,-70.16053,42.09428,8,3,4549,18742,1103,82,459,222,18,205,243,104,1,36,0,3,238,238,238,230,101,4,0,4,0,4,0,8,4,132,8,64,128,0,0,68,0,68,
"",243058,17552,42.09428,-70.16053,A,07/26/2023 11:02:41,Argos,0,152,CS,,401677659.58,07/26/2023 11:03:47,1,3,0,-122,401677659.58,-70.16053,42.09428,-70.16053,42.09428,8,3,4549,18742,1103,82,459,21,69,61,244,81,120,24,192,128,0,0,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,42.09028,-70.15701,B,07/26/2023 11:15:43,Argos,0,0,NK,,401677664.86,07/26/2023 11:15:43,1,1,0,-137,401677664.86,-70.15701,42.09028,-70.15701,42.09028,6,3,1087,1588,744,88,1465,118,58,61,243,100,66,219,5,131,229,131,158,245,247,206,188,217,210,72,0,0,128,19,,,,,,,,,
"",243058,17552,42.10404,-70.16531,A,07/26/2023 12:52:59,Argos,0,399,NK,,401677672.52,07/26/2023 12:49:48,1,3,0,-120,401677672.52,-70.16531,42.10404,-70.16531,42.10404,8,3,196,1230,31,109,537,69,174,125,242,240,58,129,0,0,0,0,0,64,0,0,,,,,,,,,,,,,,,,,
"",243058,17552,42.10404,-70.16531,A,07/26/2023 12:52:59,Argos,0,399,NK,,401677672.52,07/26/2023 12:52:43,1,3,0,-120,401677672.52,-70.16531,42.10404,-70.16531,42.10404,8,3,196,1230,31,109,537,176,108,45,243,10,57,86,73,192,158,66,32,6,209,0,18,130,172,137,132,69,1,83,19,11,177,130,176,16,196,0,
"",243058,17552,42.10404,-70.16531,A,07/26/2023 12:52:59,Argos,0,399,NK,,401677672.52,07/26/2023 12:56:27,1,3,0,-120,401677672.52,-70.16531,42.10404,-70.16531,42.10404,8,3,196,1230,31,109,537,62,138,45,242,240,52,130,,,,,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,42.10025,-70.25584,A,07/26/2023 13:36:47,Argos,0,418,MC,,401677678.35,07/26/2023 13:30:36,1,3,2,-116,401677678.35,-70.25584,42.10025,-70.25584,42.10025,8,3,405,1136,144,121,493,54,178,237,244,115,128,0,5,2,174,4,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,42.13006,-70.20197,B,07/26/2023 13:36:47,Argos,0,93,MC,,401677702.15,07/26/2023 13:36:01,1,2,2,-116,401677702.15,-70.20197,42.13006,-70.20197,42.13006,6,3,1219,5440,272,63,1809,72,73,61,244,80,52,129,,,,,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,42.13006,-70.20197,B,07/26/2023 13:36:47,Argos,0,93,MC,,401677702.15,07/26/2023 13:37:34,1,2,2,-116,401677702.15,-70.20197,42.13006,-70.20197,42.13006,6,3,1219,5440,272,63,1809,122,43,173,244,134,113,154,178,5,5,161,215,114,255,209,157,253,76,37,78,130,189,148,204,192,0,0,,,,,
"",243058,17552,42.08805,-70.1562,1,07/26/2023 13:59:36,Argos,0,527,NP,,401677669.43,07/26/2023 13:57:31,1,4,0,-127,401677669.43,-70.1562,42.08805,-70.1562,42.08805,46,3,1251,8649,180,102,525,187,222,157,244,195,128,238,48,85,29,81,148,76,136,134,141,226,197,169,88,27,5,12,76,70,8,9,162,66,48,0,
"",243058,17552,42.08805,-70.1562,1,07/26/2023 13:59:36,Argos,0,527,NP,,401677669.43,07/26/2023 14:01:42,1,4,0,-127,401677669.43,-70.1562,42.08805,-70.1562,42.08805,46,3,1251,8649,180,102,525,181,58,109,244,183,0,216,30,88,157,129,188,72,139,139,14,18,196,90,60,113,148,34,234,227,0,145,0,192,0,0,
"",243058,17552,42.08805,-70.1562,1,07/26/2023 13:59:36,Argos,0,527,NP,,401677669.43,07/26/2023 14:03:48,1,4,0,-127,401677669.43,-70.1562,42.08805,-70.1562,42.08805,46,3,1251,8649,180,102,525,68,227,93,244,16,155,129,2,0,0,0,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,42.08805,-70.1562,1,07/26/2023 13:59:36,Argos,0,527,NP,,401677669.43,07/26/2023 14:06:18,1,4,0,-127,401677669.43,-70.1562,42.08805,-70.1562,42.08805,46,3,1251,8649,180,102,525,79,60,93,244,0,92,129,4,164,146,146,72,73,36,182,,,,,,,,,,,,,,,,,
"",243058,17552,,,,,,,335,MB,,401650000,07/26/2023 14:21:48,1,2,,,401650000,,,,,,,,,,,,23,164,205,243,115,118,146,129,152,192,0,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,,,,,,,335,MB,,401650000,07/26/2023 14:27:23,1,2,,,401650000,,,,,,,,,,,,126,170,189,244,20,106,151,252,235,120,132,248,9,14,71,231,195,123,248,188,78,116,60,,,,,,,,,
"",243058,17552,42.08557,-70.14868,B,07/26/2023 14:27:44,Argos,0,42,NK,,401677666.67,07/26/2023 14:27:23,1,2,0,-131,401677666.67,-70.14868,42.08557,-70.14868,42.08557,8,3,1145,1961,667,112,3234,126,170,189,244,20,106,151,252,235,120,132,248,140,174,208,26,72,23,236,8,90,175,106,,,,,,,,,
"",243058,17552,,,,,,,335,MB,,401650000,07/26/2023 14:28:06,1,2,,,401650000,,,,,,,,,,,,178,211,189,244,140,129,126,0,66,16,20,56,0,133,224,40,176,17,5,192,38,131,201,88,217,26,36,64,240,0,0,
"",243058,17552,42.08557,-70.14868,B,07/26/2023 14:27:44,Argos,0,42,NK,,401677666.67,07/26/2023 14:28:06,1,2,0,-131,401677666.67,-70.14868,42.08557,-70.14868,42.08557,8,3,1145,1961,667,112,3234,178,211,189,244,140,129,126,0,66,16,20,56,0,133,224,40,176,17,5,192,38,131,201,88,217,26,36,64,240,0,0,
"",243058,17552,42.07591,-70.16995,B,07/26/2023 14:31:43,Argos,0,174,NN,,401677664.87,07/26/2023 14:31:44,1,2,0,-130,401677664.87,-70.16995,42.07591,-70.16995,42.07591,8,3,3042,14950,618,135,1583,52,244,237,243,83,128,0,5,2,174,4,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,42.07591,-70.16995,B,07/26/2023 14:31:43,Argos,0,174,NN,,401677664.87,07/26/2023 14:34:38,1,2,0,-130,401677664.87,-70.16995,42.07591,-70.16995,42.07591,8,3,3042,14950,618,135,1583,25,153,109,243,82,122,144,,,,,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,42.09671,-70.14185,0,07/26/2023 15:18:51,Argos,0,368,MC,,401677671.3,07/26/2023 15:15:31,1,6,2,-115,401677671.3,-70.14185,42.09671,-70.14185,42.09671,48,3,1966,10772,358,107,344,4,5,244,243,230,40,3,51,71,179,48,5,0,128,71,253,64,0,2,128,75,128,31,95,64,0,0,,,,,
"",243058,17552,42.09671,-70.14185,0,07/26/2023 15:18:51,Argos,0,368,MC,,401677671.3,07/26/2023 15:16:29,1,6,2,-115,401677671.3,-70.14185,42.09671,-70.14185,42.09671,48,3,1966,10772,358,107,344,20,14,237,243,19,119,222,138,128,0,0,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,42.09671,-70.14185,0,07/26/2023 15:18:51,Argos,0,368,MC,,401677671.3,07/26/2023 15:17:10,1,6,2,-115,401677671.3,-70.14185,42.09671,-70.14185,42.09671,48,3,1966,10772,358,107,344,118,204,253,243,68,27,152,165,121,104,70,235,9,194,59,171,34,81,50,110,181,81,147,11,128,0,0,,,,,
"",243058,17552,42.09671,-70.14185,0,07/26/2023 15:18:51,Argos,0,368,MC,,401677671.3,07/26/2023 15:20:57,1,6,2,-115,401677671.3,-70.14185,42.09671,-70.14185,42.09671,48,3,1966,10772,358,107,344,191,97,253,243,52,176,28,238,232,128,186,55,155,204,173,222,141,183,120,78,137,225,235,34,8,196,121,245,17,118,108,
"",243058,17552,42.09671,-70.14185,0,07/26/2023 15:18:51,Argos,0,368,MC,,401677671.3,07/26/2023 15:21:24,1,6,2,-115,401677671.3,-70.14185,42.09671,-70.14185,42.09671,48,3,1966,10772,358,107,344,217,10,221,243,92,236,234,34,34,50,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
"",243058,17552,42.09671,-70.14185,0,07/26/2023 15:18:51,Argos,0,368,MC,,401677671.3,07/26/2023 15:21:39,1,6,2,-115,401677671.3,-70.14185,42.09671,-70.14185,42.09671,48,3,1966,10772,358,107,344,76,157,173,243,0,58,129,0,0,16,16,0,64,0,0,,,,,,,,,,,,,,,,,
"",243058,17552,42.10599,-70.26723,B,07/26/2023 15:38:55,Argos,0,425,NP,,401677683.02,07/26/2023 15:38:56,1,2,0,-134,401677683.02,-70.26723,42.10599,-70.26723,42.10599,8,3,3690,29777,457,42,2655,69,190,125,242,241,58,129,0,0,0,0,0,64,0,0,,,,,,,,,,,,,,,,,
"",243058,17552,42.10599,-70.26723,B,07/26/2023 15:38:55,Argos,0,425,NP,,401677683.02,07/26/2023 15:46:01,1,2,0,-134,401677683.02,-70.26723,42.10599,-70.26723,42.10599,8,3,3690,29777,457,42,2655,20,243,157,242,244,87,202,109,246,128,0,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,,,,,,,0,MB,,401650000,07/26/2023 16:06:42,1,1,,,401650000,,,,,,,,,,,,126,209,125,243,23,89,147,207,129,10,155,21,126,147,40,33,189,146,75,64,0,0,0,,,,,,,,,
"",243058,17552,42.0821,-70.15455,A,07/26/2023 16:14:01,Argos,0,314,NN,,401677662.47,07/26/2023 16:14:02,1,3,1,-119,401677662.47,-70.15455,42.0821,-70.15455,42.0821,8,3,428,938,195,115,307,208,55,189,243,44,188,244,34,34,34,237,222,238,227,1,17,17,50,170,215,45,0,29,92,147,145,108,22,158,178,168,
"",243058,17552,42.0821,-70.15455,A,07/26/2023 16:14:01,Argos,0,314,NN,,401677662.47,07/26/2023 16:16:16,1,3,1,-119,401677662.47,-70.15455,42.0821,-70.15455,42.0821,8,3,428,938,195,115,307,52,186,237,244,224,69,134,64,53,132,4,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,42.0821,-70.15455,A,07/26/2023 16:14:01,Argos,0,314,NN,,401677662.47,07/26/2023 16:19:16,1,3,1,-119,401677662.47,-70.15455,42.0821,-70.15455,42.0821,8,3,428,938,195,115,307,29,74,29,244,199,110,145,117,66,70,104,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,42.06407,-70.13983,B,07/26/2023 16:52:46,Argos,0,0,MC,,401677707.33,07/26/2023 16:52:46,1,1,0,-133,401677707.33,-70.13983,42.06407,-70.13983,42.06407,5,3,3038,4070,2268,93,2400,48,189,77,244,192,52,134,64,52,134,0,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,41.94941,-69.98314,B,07/26/2023 22:17:50,Argos,0,0,CS,,401677712.67,07/26/2023 22:17:51,1,1,0,-126,401677712.67,-69.98314,41.94941,-69.98314,41.94941,8,3,8286,18169,3778,100,6083,183,67,189,242,248,185,220,202,161,11,145,116,193,194,72,133,101,25,201,228,27,0,209,82,43,40,106,161,160,160,0,
"",243058,17552,42.19112,-71.17206,A,07/26/2023 22:58:43,Argos,0,188,A1,,401677669.34,07/26/2023 22:58:44,1,3,1,-119,401677669.34,-71.17206,42.19112,-68.76122,41.7753,48,3,18161,305744,1078,96,766,121,168,157,244,229,6,152,195,87,136,249,41,46,250,99,21,166,155,50,167,75,49,150,15,128,0,0,,,,,
"",243058,17552,42.19112,-71.17206,A,07/26/2023 22:58:43,Argos,0,188,A1,,401677669.34,07/26/2023 23:01:08,1,3,1,-119,401677669.34,-71.17206,42.19112,-68.76122,41.7753,48,3,18161,305744,1078,96,766,208,254,221,242,252,192,239,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1,2,0,0,0,1,20,240,19,
"",243058,17552,42.19112,-71.17206,A,07/26/2023 22:58:43,Argos,0,188,A1,,401677669.34,07/26/2023 23:01:52,1,3,1,-119,401677669.34,-71.17206,42.19112,-68.76122,41.7753,48,3,18161,305744,1078,96,766,213,47,29,242,248,2,228,60,60,60,60,60,60,60,60,60,60,60,60,60,63,19,111,163,187,251,63,179,36,187,108,
"",243058,17552,42.05807,-70.59359,B,07/27/2023 09:38:48,Argos,0,0,A1,,401677525.84,07/27/2023 09:38:49,1,1,0,-126,401677525.84,-70.59359,42.05807,-70.59359,42.05807,8,2,141493,421665,47479,67,5878,54,246,29,244,51,128,0,5,3,122,4,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,42.04657,-70.48247,B,07/27/2023 09:57:52,Argos,0,0,SR,,401677637.01,07/27/2023 09:57:53,1,1,0,-134,401677637.01,-70.48247,42.04657,-70.48247,42.04657,6,3,56708,0,1244,76,4080,28,186,141,244,32,253,122,119,127,255,255,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,42.04657,-70.48247,B,07/27/2023 09:57:52,Argos,0,0,SR,,401677637.01,07/27/2023 10:01:57,1,1,0,-134,401677637.01,-70.48247,42.04657,-70.48247,42.04657,6,3,56708,0,1244,76,4080,54,228,125,244,35,128,0,5,2,242,4,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,42.12142,-70.34043,B,07/27/2023 10:24:32,Argos,0,325,CS,,401677674.64,07/27/2023 10:21:50,1,2,0,-125,401677674.64,-70.34043,42.12142,-70.34043,42.12142,6,2,2366,94740,59,88,3438,26,6,205,244,35,124,164,3,0,0,0,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,42.12142,-70.34043,B,07/27/2023 10:24:32,Argos,0,325,CS,,401677674.64,07/27/2023 10:27:15,1,2,0,-125,401677674.64,-70.34043,42.12142,-70.34043,42.12142,6,2,2366,94740,59,88,3438,183,55,61,244,249,193,104,2,129,240,8,32,36,46,170,57,14,16,132,1,228,116,143,169,15,98,197,70,23,0,0,
"",243058,17552,42.11621,-70.30464,B,07/27/2023 10:47:26,Argos,0,0,NK,,401677683.45,07/27/2023 10:47:26,1,1,0,-137,401677683.45,-70.30464,42.11621,-70.30464,42.11621,6,3,2481,12784,481,88,5096,180,114,189,244,235,0,222,42,73,163,199,226,4,181,44,15,64,40,187,76,104,129,70,162,196,192,241,12,0,8,0,
"",243058,17552,42.08679,-70.41916,B,07/27/2023 11:11:40,Argos,0,0,A1,,401677706.45,07/27/2023 11:11:40,1,1,0,-137,401677706.45,-70.41916,42.08679,-70.41916,42.08679,6,2,21783,69518,6825,82,5230,117,114,125,244,39,96,84,242,89,144,1,143,100,110,61,107,6,164,45,216,72,200,0,,,,,,,,,
"",243058,17552,42.09318,-70.3386,B,07/27/2023 12:03:33,Argos,0,0,CS,,401677690.03,07/27/2023 12:03:34,1,1,0,-136,401677690.03,-70.3386,42.09318,-70.3386,42.09318,8,3,4334,22081,850,93,9081,61,94,77,243,36,128,4,4,8,0,0,,,,,,,,,,,,,,,,,,,,,
"",243058,17552,42.0852,-70.18837,B,07/27/2023 12:06:55,Argos,0,346,NP,,401677697.01,07/27/2023 12:06:55,1,2,0,-131,401677697.01,-70.18837,42.0852,-70.18837,42.0852,6,3,852,4760,152,15,2404,118,172,29,244,69,134,23,116,48,44,111,50,5,221,9,131,64,123,227,89,68,196,0,,,,,,,,,
